rate_date,from_currency,to_currency,rate
2024-04-05,SGD,USD,0.73577
2024-04-05,USD,USD,1.0
2024-04-06,INR,USD,0.0116
2024-04-06,GBP,USD,1.124345
2024-04-06,AED,USD,0.271996
2024-04-06,SGD,USD,0.736054
2024-04-06,USD,USD,1.0
2024-04-07,INR,USD,0.011612
2024-04-07,GBP,USD,1.126526
2024-04-07,AED,USD,0.271983
2024-04-07,SGD,USD,0.736477
2024-04-07,USD,USD,1.0
2024-04-08,INR,USD,0.01163
2024-04-08,GBP,USD,1.135083
2024-04-08,AED,USD,0.271989
2024-04-08,SGD,USD,0.733877
2024-04-08,USD,USD,1.0
2024-04-09,INR,USD,0.01163
2024-04-09,GBP,USD,1.131524
2024-04-09,AED,USD,0.272011
2024-04-09,SGD,USD,0.730411
2024-04-09,USD,USD,1.0
2024-04-10,INR,USD,0.011646
2024-04-10,GBP,USD,1.125451
2024-04-10,AED,USD,0.272033
2024-04-10,SGD,USD,0.732021
2024-04-10,USD,USD,1.0
2024-04-11,INR,USD,0.011651
2024-04-11,GBP,USD,1.128304
2024-04-11,AED,USD,0.272027
2024-04-11,SGD,USD,0.733437
2024-04-11,USD,USD,1.0
2024-04-12,INR,USD,0.011649
2024-04-12,GBP,USD,1.132455
2024-04-12,AED,USD,0.272028
2024-04-12,SGD,USD,0.728308
2024-04-12,USD,USD,1.0
2024-04-13,INR,USD,0.011633
2024-04-13,GBP,USD,1.141134
2024-04-13,AED,USD,0.272053
2024-04-13,SGD,USD,0.728535
2024-04-13,USD,USD,1.0
2024-04-14,INR,USD,0.011629
2024-04-14,GBP,USD,1.139193
2024-04-14,AED,USD,0.272064
2024-04-14,SGD,USD,0.729743
2024-04-14,USD,USD,1.0
2024-04-15,INR,USD,0.011599
2024-04-15,GBP,USD,1.142984
2024-04-15,AED,USD,0.272085
2024-04-15,SGD,USD,0.727782
2024-04-15,USD,USD,1.0
2024-04-16,INR,USD,0.011593
2024-04-16,GBP,USD,1.145642
2024-04-16,AED,USD,0.272097
2024-04-16,SGD,USD,0.726927
2024-04-16,USD,USD,1.0
2024-04-17,INR,USD,0.011576
2024-04-17,GBP,USD,1.142953
2024-04-17,AED,USD,0.272104
2024-04-17,SGD,USD,0.727823
2024-04-17,USD,USD,1.0
2024-04-18,INR,USD,0.011575
2024-04-18,GBP,USD,1.135107
2024-04-18,AED,USD,0.272085
2024-04-18,SGD,USD,0.72915
2024-04-18,USD,USD,1.0
2024-04-19,INR,USD,0.011539
2024-04-19,GBP,USD,1.136389
2024-04-19,AED,USD,0.272079
2024-04-19,SGD,USD,0.727917
2024-04-19,USD,USD,1.0
2024-04-20,INR,USD,0.011538
2024-04-20,GBP,USD,1.146015
2024-04-20,AED,USD,0.272084
2024-04-20,SGD,USD,0.727319
2024-04-20,USD,USD,1.0
2024-04-21,INR,USD,0.011495
2024-04-21,GBP,USD,1.148963
2024-04-21,AED,USD,0.272104
2024-04-21,SGD,USD,0.728584
2024-04-21,USD,USD,1.0
2024-04-22,INR,USD,0.011528
2024-04-22,GBP,USD,1.151711
2024-04-22,AED,USD,0.272081
2024-04-22,SGD,USD,0.728503
2024-04-22,USD,USD,1.0
2024-04-23,INR,USD,0.011542
2024-04-23,GBP,USD,1.155889
2024-04-23,AED,USD,0.272073
2024-04-23,SGD,USD,0.728383
2024-04-23,USD,USD,1.0
2024-04-24,INR,USD,0.011552
2024-04-24,GBP,USD,1.163303
2024-04-24,AED,USD,0.27209
2024-04-24,SGD,USD,0.729731
2024-04-24,USD,USD,1.0
2024-04-25,INR,USD,0.011563
2024-04-25,GBP,USD,1.157293
2024-04-25,AED,USD,0.272071
2024-04-25,SGD,USD,0.729552
2024-04-25,USD,USD,1.0
2024-04-26,INR,USD,0.011592
2024-04-26,GBP,USD,1.159587
2024-04-26,AED,USD,0.272081
2024-04-26,SGD,USD,0.726465
2024-04-26,USD,USD,1.0
2024-04-27,INR,USD,0.011549
2024-04-27,GBP,USD,1.166135
2024-04-27,AED,USD,0.27208
2024-04-27,SGD,USD,0.723776
2024-04-27,USD,USD,1.0
2024-04-28,INR,USD,0.011574
2024-04-28,GBP,USD,1.167637
2024-04-28,AED,USD,0.272131
2024-04-28,SGD,USD,0.726357
2024-04-28,USD,USD,1.0
2024-04-29,INR,USD,0.011583
2024-04-29,GBP,USD,1.166733
2024-04-29,AED,USD,0.272135
2024-04-29,SGD,USD,0.726157
2024-04-29,USD,USD,1.0
2024-04-30,INR,USD,0.01154
2024-04-30,GBP,USD,1.172185
2024-04-30,AED,USD,0.272139
2024-04-30,SGD,USD,0.72052
2024-04-30,USD,USD,1.0
2024-05-01,INR,USD,0.011521
2024-05-01,GBP,USD,1.167285
2024-05-01,AED,USD,0.272156
2024-05-01,SGD,USD,0.720441
2024-05-01,USD,USD,1.0
2024-05-02,INR,USD,0.011563
2024-05-02,GBP,USD,1.157945
2024-05-02,AED,USD,0.272138
2024-05-02,SGD,USD,0.722635
2024-05-02,USD,USD,1.0
2024-05-03,INR,USD,0.011543
2024-05-03,GBP,USD,1.151769
2024-05-03,AED,USD,0.272129
2024-05-03,SGD,USD,0.721092
2024-05-03,USD,USD,1.0
2024-05-04,INR,USD,0.011558
2024-05-04,GBP,USD,1.158263
2024-05-04,AED,USD,0.272102
2024-05-04,SGD,USD,0.720509
2024-05-04,USD,USD,1.0
2024-05-05,INR,USD,0.011558
2024-05-05,GBP,USD,1.158729
2024-05-05,AED,USD,0.272116
2024-05-05,SGD,USD,0.720765
2024-05-05,USD,USD,1.0
2024-05-06,INR,USD,0.01154
2024-05-06,GBP,USD,1.152239
2024-05-06,AED,USD,0.272085
2024-05-06,SGD,USD,0.720019
2024-05-06,USD,USD,1.0
2024-05-07,INR,USD,0.011539
2024-05-07,GBP,USD,1.157589
2024-05-07,AED,USD,0.272078
2024-05-07,SGD,USD,0.724789
2024-05-07,USD,USD,1.0
2024-05-08,INR,USD,0.011536
2024-05-08,GBP,USD,1.154758
2024-05-08,AED,USD,0.272085
2024-05-08,SGD,USD,0.722809
2024-05-08,USD,USD,1.0
2024-05-09,INR,USD,0.011542
2024-05-09,GBP,USD,1.142794
2024-05-09,AED,USD,0.272096
2024-05-09,SGD,USD,0.722957
2024-05-09,USD,USD,1.0
2024-05-10,INR,USD,0.011547
2024-05-10,GBP,USD,1.143672
2024-05-10,AED,USD,0.272074
2024-05-10,SGD,USD,0.721129
2024-05-10,USD,USD,1.0
2024-05-11,INR,USD,0.011592
2024-05-11,GBP,USD,1.146511
2024-05-11,AED,USD,0.272064
2024-05-11,SGD,USD,0.722002
2024-05-11,USD,USD,1.0
2024-05-12,INR,USD,0.011603
2024-05-12,GBP,USD,1.157845
2024-05-12,AED,USD,0.272083
2024-05-12,SGD,USD,0.722855
2024-05-12,USD,USD,1.0
2024-05-13,INR,USD,0.011589
2024-05-13,GBP,USD,1.168285
2024-05-13,AED,USD,0.272081
2024-05-13,SGD,USD,0.721085
2024-05-13,USD,USD,1.0
2024-05-14,INR,USD,0.011552
2024-05-14,GBP,USD,1.163204
2024-05-14,AED,USD,0.272075
2024-05-14,SGD,USD,0.722663
2024-05-14,USD,USD,1.0
2024-05-15,INR,USD,0.011578
2024-05-15,GBP,USD,1.169956
2024-05-15,AED,USD,0.272078
2024-05-15,SGD,USD,0.72438
2024-05-15,USD,USD,1.0
2024-05-16,INR,USD,0.011643
2024-05-16,GBP,USD,1.175321
2024-05-16,AED,USD,0.272105
2024-05-16,SGD,USD,0.721296
2024-05-16,USD,USD,1.0
2024-05-17,INR,USD,0.011621
2024-05-17,GBP,USD,1.170865
2024-05-17,AED,USD,0.272059
2024-05-17,SGD,USD,0.721458
2024-05-17,USD,USD,1.0
2024-05-18,INR,USD,0.011661
2024-05-18,GBP,USD,1.167696
2024-05-18,AED,USD,0.272063
2024-05-18,SGD,USD,0.719725
2024-05-18,USD,USD,1.0
2024-05-19,INR,USD,0.011645
2024-05-19,GBP,USD,1.169361
2024-05-19,AED,USD,0.272042
2024-05-19,SGD,USD,0.722136
2024-05-19,USD,USD,1.0
2024-05-20,INR,USD,0.011588
2024-05-20,GBP,USD,1.171247
2024-05-20,AED,USD,0.272034
2024-05-20,SGD,USD,0.725202
2024-05-20,USD,USD,1.0
2024-05-21,INR,USD,0.01161
2024-05-21,GBP,USD,1.158995
2024-05-21,AED,USD,0.271992
2024-05-21,SGD,USD,0.723158
2024-05-21,USD,USD,1.0
2024-05-22,INR,USD,0.011594
2024-05-22,GBP,USD,1.157877
2024-05-22,AED,USD,0.271993
2024-05-22,SGD,USD,0.724551
2024-05-22,USD,USD,1.0
2024-05-23,INR,USD,0.011553
2024-05-23,GBP,USD,1.147403
2024-05-23,AED,USD,0.271997
2024-05-23,SGD,USD,0.723822
2024-05-23,USD,USD,1.0
2024-05-24,INR,USD,0.011549
2024-05-24,GBP,USD,1.143683
2024-05-24,AED,USD,0.271994
2024-05-24,SGD,USD,0.72689
2024-05-24,USD,USD,1.0
2024-05-25,INR,USD,0.011501
2024-05-25,GBP,USD,1.136627
2024-05-25,AED,USD,0.272005
2024-05-25,SGD,USD,0.730138
2024-05-25,USD,USD,1.0
2024-05-26,INR,USD,0.011495
2024-05-26,GBP,USD,1.129403
2024-05-26,AED,USD,0.271971
2024-05-26,SGD,USD,0.730689
2024-05-26,USD,USD,1.0
2024-05-27,INR,USD,0.011458
2024-05-27,GBP,USD,1.141839
2024-05-27,AED,USD,0.272011
2024-05-27,SGD,USD,0.73117
2024-05-27,USD,USD,1.0
2024-05-28,INR,USD,0.011471
2024-05-28,GBP,USD,1.141146
2024-05-28,AED,USD,0.272031
2024-05-28,SGD,USD,0.731175
2024-05-28,USD,USD,1.0
2024-05-29,INR,USD,0.011472
2024-05-29,GBP,USD,1.148982
2024-05-29,AED,USD,0.272041
2024-05-29,SGD,USD,0.735617
2024-05-29,USD,USD,1.0
2024-05-30,INR,USD,0.011424
2024-05-30,GBP,USD,1.145755
2024-05-30,AED,USD,0.272026
2024-05-30,SGD,USD,0.737386
2024-05-30,USD,USD,1.0
2024-05-31,INR,USD,0.011409
2024-05-31,GBP,USD,1.149224
2024-05-31,AED,USD,0.272006
2024-05-31,SGD,USD,0.7372
2024-05-31,USD,USD,1.0
2024-06-01,INR,USD,0.011474
2024-06-01,GBP,USD,1.158737
2024-06-01,AED,USD,0.271974
2024-06-01,SGD,USD,0.737974
2024-06-01,USD,USD,1.0
2024-06-02,INR,USD,0.011497
2024-06-02,GBP,USD,1.155844
2024-06-02,AED,USD,0.271955
2024-06-02,SGD,USD,0.739372
2024-06-02,USD,USD,1.0
2024-06-03,INR,USD,0.011499
2024-06-03,GBP,USD,1.159053
2024-06-03,AED,USD,0.271952
2024-06-03,SGD,USD,0.744286
2024-06-03,USD,USD,1.0
2024-06-04,INR,USD,0.011472
2024-06-04,GBP,USD,1.156144
2024-06-04,AED,USD,0.271961
2024-06-04,SGD,USD,0.745843
2024-06-04,USD,USD,1.0
2024-06-05,INR,USD,0.011431
2024-06-05,GBP,USD,1.163713
2024-06-05,AED,USD,0.271936
2024-06-05,SGD,USD,0.745869
2024-06-05,USD,USD,1.0
2024-06-06,INR,USD,0.011422
2024-06-06,GBP,USD,1.159556
2024-06-06,AED,USD,0.271955
2024-06-06,SGD,USD,0.740934
2024-06-06,USD,USD,1.0
2024-06-07,INR,USD,0.0114
2024-06-07,GBP,USD,1.154278
2024-06-07,AED,USD,0.27197
2024-06-07,SGD,USD,0.74421
2024-06-07,USD,USD,1.0
2024-06-08,INR,USD,0.011421
2024-06-08,GBP,USD,1.162408
2024-06-08,AED,USD,0.271932
2024-06-08,SGD,USD,0.744567
2024-06-08,USD,USD,1.0
2024-06-09,INR,USD,0.011381
2024-06-09,GBP,USD,1.160199
2024-06-09,AED,USD,0.271936
2024-06-09,SGD,USD,0.744778
2024-06-09,USD,USD,1.0
2024-06-10,INR,USD,0.011419
2024-06-10,GBP,USD,1.148673
2024-06-10,AED,USD,0.271922
2024-06-10,SGD,USD,0.741671
2024-06-10,USD,USD,1.0
2024-06-11,INR,USD,0.011371
2024-06-11,GBP,USD,1.154495
2024-06-11,AED,USD,0.271925
2024-06-11,SGD,USD,0.744962
2024-06-11,USD,USD,1.0
2024-06-12,INR,USD,0.011404
2024-06-12,GBP,USD,1.154877
2024-06-12,AED,USD,0.271909
2024-06-12,SGD,USD,0.747071
2024-06-12,USD,USD,1.0
2024-06-13,INR,USD,0.011384
2024-06-13,GBP,USD,1.147903
2024-06-13,AED,USD,0.271889
2024-06-13,SGD,USD,0.747341
2024-06-13,USD,USD,1.0
2024-06-14,INR,USD,0.011419
2024-06-14,GBP,USD,1.148193
2024-06-14,AED,USD,0.27191
2024-06-14,SGD,USD,0.747547
2024-06-14,USD,USD,1.0
2024-06-15,INR,USD,0.011406
2024-06-15,GBP,USD,1.164032
2024-06-15,AED,USD,0.271941
2024-06-15,SGD,USD,0.747976
2024-06-15,USD,USD,1.0
2024-06-16,INR,USD,0.011381
2024-06-16,GBP,USD,1.154617
2024-06-16,AED,USD,0.271948
2024-06-16,SGD,USD,0.747446
2024-06-16,USD,USD,1.0
2024-06-17,INR,USD,0.011394
2024-06-17,GBP,USD,1.156483
2024-06-17,AED,USD,0.271955
2024-06-17,SGD,USD,0.749882
2024-06-17,USD,USD,1.0
2024-06-18,INR,USD,0.011402
2024-06-18,GBP,USD,1.15226
2024-06-18,AED,USD,0.271942
2024-06-18,SGD,USD,0.751135
2024-06-18,USD,USD,1.0
2024-06-19,INR,USD,0.011371
2024-06-19,GBP,USD,1.156424
2024-06-19,AED,USD,0.271954
2024-06-19,SGD,USD,0.751053
2024-06-19,USD,USD,1.0
2024-06-20,INR,USD,0.011347
2024-06-20,GBP,USD,1.146104
2024-06-20,AED,USD,0.271935
2024-06-20,SGD,USD,0.747611
2024-06-20,USD,USD,1.0
2024-06-21,INR,USD,0.011347
2024-06-21,GBP,USD,1.143537
2024-06-21,AED,USD,0.271919
2024-06-21,SGD,USD,0.749475
2024-06-21,USD,USD,1.0
2024-06-22,INR,USD,0.01135
2024-06-22,GBP,USD,1.143797
2024-06-22,AED,USD,0.271929
2024-06-22,SGD,USD,0.751692
2024-06-22,USD,USD,1.0
2024-06-23,INR,USD,0.011304
2024-06-23,GBP,USD,1.147863
2024-06-23,AED,USD,0.271898
2024-06-23,SGD,USD,0.750013
2024-06-23,USD,USD,1.0
2024-06-24,INR,USD,0.011332
2024-06-24,GBP,USD,1.151854
2024-06-24,AED,USD,0.271909
2024-06-24,SGD,USD,0.750412
2024-06-24,USD,USD,1.0
2024-06-25,INR,USD,0.011371
2024-06-25,GBP,USD,1.14293
2024-06-25,AED,USD,0.271904
2024-06-25,SGD,USD,0.750525
2024-06-25,USD,USD,1.0
2024-06-26,INR,USD,0.011429
2024-06-26,GBP,USD,1.148844
2024-06-26,AED,USD,0.271922
2024-06-26,SGD,USD,0.748918
2024-06-26,USD,USD,1.0
2024-06-27,INR,USD,0.011493
2024-06-27,GBP,USD,1.151564
2024-06-27,AED,USD,0.271905
2024-06-27,SGD,USD,0.753926
2024-06-27,USD,USD,1.0
2024-06-28,INR,USD,0.011451
2024-06-28,GBP,USD,1.146519
2024-06-28,AED,USD,0.271901
2024-06-28,SGD,USD,0.751846
2024-06-28,USD,USD,1.0
2024-06-29,INR,USD,0.011465
2024-06-29,GBP,USD,1.148105
2024-06-29,AED,USD,0.271903
2024-06-29,SGD,USD,0.755905
2024-06-29,USD,USD,1.0
2024-06-30,INR,USD,0.011417
2024-06-30,GBP,USD,1.156023
2024-06-30,AED,USD,0.271889
2024-06-30,SGD,USD,0.759056
2024-06-30,USD,USD,1.0
2024-07-01,INR,USD,0.011471
2024-07-01,GBP,USD,1.169495
2024-07-01,AED,USD,0.271885
2024-07-01,SGD,USD,0.756569
2024-07-01,USD,USD,1.0
2024-07-02,INR,USD,0.01148
2024-07-02,GBP,USD,1.169165
2024-07-02,AED,USD,0.271855
2024-07-02,SGD,USD,0.75816
2024-07-02,USD,USD,1.0
2024-07-03,INR,USD,0.011452
2024-07-03,GBP,USD,1.177678
2024-07-03,AED,USD,0.271872
2024-07-03,SGD,USD,0.757568
2024-07-03,USD,USD,1.0
2024-07-04,INR,USD,0.011453
2024-07-04,GBP,USD,1.176224
2024-07-04,AED,USD,0.271864
2024-07-04,SGD,USD,0.764263
2024-07-04,USD,USD,1.0
2024-07-05,INR,USD,0.011425
2024-07-05,GBP,USD,1.176537
2024-07-05,AED,USD,0.271881
2024-07-05,SGD,USD,0.763443
2024-07-05,USD,USD,1.0
2024-07-06,INR,USD,0.011406
2024-07-06,GBP,USD,1.168668
2024-07-06,AED,USD,0.271901
2024-07-06,SGD,USD,0.764997
2024-07-06,USD,USD,1.0
2024-07-07,INR,USD,0.011418
2024-07-07,GBP,USD,1.159801
2024-07-07,AED,USD,0.27191
2024-07-07,SGD,USD,0.765629
2024-07-07,USD,USD,1.0
2024-07-08,INR,USD,0.011408
2024-07-08,GBP,USD,1.151767
2024-07-08,AED,USD,0.271909
2024-07-08,SGD,USD,0.763753
2024-07-08,USD,USD,1.0
2024-07-09,INR,USD,0.011409
2024-07-09,GBP,USD,1.15212
2024-07-09,AED,USD,0.271903
2024-07-09,SGD,USD,0.765677
2024-07-09,USD,USD,1.0
2024-07-10,INR,USD,0.011407
2024-07-10,GBP,USD,1.155182
2024-07-10,AED,USD,0.27191
2024-07-10,SGD,USD,0.767881
2024-07-10,USD,USD,1.0
2024-07-11,INR,USD,0.011378
2024-07-11,GBP,USD,1.153159
2024-07-11,AED,USD,0.271926
2024-07-11,SGD,USD,0.768227
2024-07-11,USD,USD,1.0
2024-07-12,INR,USD,0.011409
2024-07-12,GBP,USD,1.157483
2024-07-12,AED,USD,0.271918
2024-07-12,SGD,USD,0.770159
2024-07-12,USD,USD,1.0
2024-07-13,INR,USD,0.011401
2024-07-13,GBP,USD,1.163062
2024-07-13,AED,USD,0.27195
2024-07-13,SGD,USD,0.772558
2024-07-13,USD,USD,1.0
2024-07-14,INR,USD,0.011466
2024-07-14,GBP,USD,1.153988
2024-07-14,AED,USD,0.271941
2024-07-14,SGD,USD,0.771987
2024-07-14,USD,USD,1.0
2024-07-15,INR,USD,0.011454
2024-07-15,GBP,USD,1.156142
2024-07-15,AED,USD,0.271934
2024-07-15,SGD,USD,0.774424
2024-07-15,USD,USD,1.0
2024-07-16,INR,USD,0.011482
2024-07-16,GBP,USD,1.158539
2024-07-16,AED,USD,0.271917
2024-07-16,SGD,USD,0.775639
2024-07-16,USD,USD,1.0
2024-07-17,INR,USD,0.0115
2024-07-17,GBP,USD,1.160592
2024-07-17,AED,USD,0.271918
2024-07-17,SGD,USD,0.778736
2024-07-17,USD,USD,1.0
2024-07-18,INR,USD,0.011483
2024-07-18,GBP,USD,1.158434
2024-07-18,AED,USD,0.271929
2024-07-18,SGD,USD,0.779921
2024-07-18,USD,USD,1.0
2024-07-19,INR,USD,0.011507
2024-07-19,GBP,USD,1.156763
2024-07-19,AED,USD,0.271906
2024-07-19,SGD,USD,0.777202
2024-07-19,USD,USD,1.0
2024-07-20,INR,USD,0.011494
2024-07-20,GBP,USD,1.161377
2024-07-20,AED,USD,0.27192
2024-07-20,SGD,USD,0.773224
2024-07-20,USD,USD,1.0
2024-07-21,INR,USD,0.011509
2024-07-21,GBP,USD,1.160852
2024-07-21,AED,USD,0.271902
2024-07-21,SGD,USD,0.778053
2024-07-21,USD,USD,1.0
2024-07-22,INR,USD,0.011515
2024-07-22,GBP,USD,1.165687
2024-07-22,AED,USD,0.271946
2024-07-22,SGD,USD,0.776785
2024-07-22,USD,USD,1.0
2024-07-23,INR,USD,0.011503
2024-07-23,GBP,USD,1.174453
2024-07-23,AED,USD,0.271924
2024-07-23,SGD,USD,0.77696
2024-07-23,USD,USD,1.0
2024-07-24,INR,USD,0.011503
2024-07-24,GBP,USD,1.180194
2024-07-24,AED,USD,0.271931
2024-07-24,SGD,USD,0.774963
2024-07-24,USD,USD,1.0
2024-07-25,INR,USD,0.011531
2024-07-25,GBP,USD,1.185216
2024-07-25,AED,USD,0.271913
2024-07-25,SGD,USD,0.773466
2024-07-25,USD,USD,1.0
2024-07-26,INR,USD,0.011515
2024-07-26,GBP,USD,1.178356
2024-07-26,AED,USD,0.271931
2024-07-26,SGD,USD,0.772769
2024-07-26,USD,USD,1.0
2024-07-27,INR,USD,0.011506
2024-07-27,GBP,USD,1.172195
2024-07-27,AED,USD,0.271924
2024-07-27,SGD,USD,0.776041
2024-07-27,USD,USD,1.0
2024-07-28,INR,USD,0.011527
2024-07-28,GBP,USD,1.162664
2024-07-28,AED,USD,0.271907
2024-07-28,SGD,USD,0.777453
2024-07-28,USD,USD,1.0
2024-07-29,INR,USD,0.011511
2024-07-29,GBP,USD,1.159413
2024-07-29,AED,USD,0.271893
2024-07-29,SGD,USD,0.774537
2024-07-29,USD,USD,1.0
2024-07-30,INR,USD,0.011513
2024-07-30,GBP,USD,1.157178
2024-07-30,AED,USD,0.271912
2024-07-30,SGD,USD,0.774403
2024-07-30,USD,USD,1.0
2024-07-31,INR,USD,0.011484
2024-07-31,GBP,USD,1.161217
2024-07-31,AED,USD,0.271935
2024-07-31,SGD,USD,0.772801
2024-07-31,USD,USD,1.0
2024-08-01,INR,USD,0.011434
2024-08-01,GBP,USD,1.158402
2024-08-01,AED,USD,0.271912
2024-08-01,SGD,USD,0.776418
2024-08-01,USD,USD,1.0
2024-08-02,INR,USD,0.011394
2024-08-02,GBP,USD,1.156476
2024-08-02,AED,USD,0.271937
2024-08-02,SGD,USD,0.778351
2024-08-02,USD,USD,1.0
2024-08-03,INR,USD,0.011378
2024-08-03,GBP,USD,1.151907
2024-08-03,AED,USD,0.271934
2024-08-03,SGD,USD,0.777833
2024-08-03,USD,USD,1.0
2024-08-04,INR,USD,0.01142
2024-08-04,GBP,USD,1.150995
2024-08-04,AED,USD,0.271911
2024-08-04,SGD,USD,0.780022
2024-08-04,USD,USD,1.0
2024-08-05,INR,USD,0.011449
2024-08-05,GBP,USD,1.149665
2024-08-05,AED,USD,0.271924
2024-08-05,SGD,USD,0.780148
2024-08-05,USD,USD,1.0
2024-08-06,INR,USD,0.011414
2024-08-06,GBP,USD,1.149181
2024-08-06,AED,USD,0.271905
2024-08-06,SGD,USD,0.778759
2024-08-06,USD,USD,1.0
2024-08-07,INR,USD,0.011386
2024-08-07,GBP,USD,1.151096
2024-08-07,AED,USD,0.271908
2024-08-07,SGD,USD,0.775863
2024-08-07,USD,USD,1.0
2024-08-08,INR,USD,0.011359
2024-08-08,GBP,USD,1.151065
2024-08-08,AED,USD,0.271916
2024-08-08,SGD,USD,0.776035
2024-08-08,USD,USD,1.0
2024-08-09,INR,USD,0.011295
2024-08-09,GBP,USD,1.15854
2024-08-09,AED,USD,0.271946
2024-08-09,SGD,USD,0.779539
2024-08-09,USD,USD,1.0
2024-08-10,INR,USD,0.011309
2024-08-10,GBP,USD,1.162455
2024-08-10,AED,USD,0.271935
2024-08-10,SGD,USD,0.779968
2024-08-10,USD,USD,1.0
2024-08-11,INR,USD,0.011276
2024-08-11,GBP,USD,1.163154
2024-08-11,AED,USD,0.27191
2024-08-11,SGD,USD,0.781275
2024-08-11,USD,USD,1.0
2024-08-12,INR,USD,0.011265
2024-08-12,GBP,USD,1.167644
2024-08-12,AED,USD,0.271914
2024-08-12,SGD,USD,0.78027
2024-08-12,USD,USD,1.0
2024-08-13,INR,USD,0.011289
2024-08-13,GBP,USD,1.160745
2024-08-13,AED,USD,0.271909
2024-08-13,SGD,USD,0.779095
2024-08-13,USD,USD,1.0
2024-08-14,INR,USD,0.011309
2024-08-14,GBP,USD,1.160289
2024-08-14,AED,USD,0.271914
2024-08-14,SGD,USD,0.780268
2024-08-14,USD,USD,1.0
2024-08-15,INR,USD,0.011241
2024-08-15,GBP,USD,1.15487
2024-08-15,AED,USD,0.271916
2024-08-15,SGD,USD,0.782524
2024-08-15,USD,USD,1.0
2024-08-16,INR,USD,0.011257
2024-08-16,GBP,USD,1.162509
2024-08-16,AED,USD,0.271912
2024-08-16,SGD,USD,0.782759
2024-08-16,USD,USD,1.0
2024-08-17,INR,USD,0.011242
2024-08-17,GBP,USD,1.159945
2024-08-17,AED,USD,0.271898
2024-08-17,SGD,USD,0.781567
2024-08-17,USD,USD,1.0
2024-08-18,INR,USD,0.011236
2024-08-18,GBP,USD,1.156128
2024-08-18,AED,USD,0.271898
2024-08-18,SGD,USD,0.777561
2024-08-18,USD,USD,1.0
2024-08-19,INR,USD,0.011247
2024-08-19,GBP,USD,1.157148
2024-08-19,AED,USD,0.271906
2024-08-19,SGD,USD,0.776552
2024-08-19,USD,USD,1.0
2024-08-20,INR,USD,0.011232
2024-08-20,GBP,USD,1.162876
2024-08-20,AED,USD,0.271903
2024-08-20,SGD,USD,0.78095
2024-08-20,USD,USD,1.0
2024-08-21,INR,USD,0.011191
2024-08-21,GBP,USD,1.161412
2024-08-21,AED,USD,0.271884
2024-08-21,SGD,USD,0.779222
2024-08-21,USD,USD,1.0
2024-08-22,INR,USD,0.011168
2024-08-22,GBP,USD,1.158587
2024-08-22,AED,USD,0.271897
2024-08-22,SGD,USD,0.776712
2024-08-22,USD,USD,1.0
2024-08-23,INR,USD,0.011184
2024-08-23,GBP,USD,1.15019
2024-08-23,AED,USD,0.27189
2024-08-23,SGD,USD,0.779635
2024-08-23,USD,USD,1.0
2024-08-24,INR,USD,0.011196
2024-08-24,GBP,USD,1.151755
2024-08-24,AED,USD,0.271901
2024-08-24,SGD,USD,0.780922
2024-08-24,USD,USD,1.0
2024-08-25,INR,USD,0.011213
2024-08-25,GBP,USD,1.159916
2024-08-25,AED,USD,0.271883
2024-08-25,SGD,USD,0.780778
2024-08-25,USD,USD,1.0
2024-08-26,INR,USD,0.011231
2024-08-26,GBP,USD,1.164292
2024-08-26,AED,USD,0.271893
2024-08-26,SGD,USD,0.783687
2024-08-26,USD,USD,1.0
2024-08-27,INR,USD,0.011216
2024-08-27,GBP,USD,1.156385
2024-08-27,AED,USD,0.271915
2024-08-27,SGD,USD,0.783698
2024-08-27,USD,USD,1.0
2024-08-28,INR,USD,0.011199
2024-08-28,GBP,USD,1.156578
2024-08-28,AED,USD,0.271907
2024-08-28,SGD,USD,0.785949
2024-08-28,USD,USD,1.0
2024-08-29,INR,USD,0.011224
2024-08-29,GBP,USD,1.158382
2024-08-29,AED,USD,0.271916
2024-08-29,SGD,USD,0.786034
2024-08-29,USD,USD,1.0
2024-08-30,INR,USD,0.011252
2024-08-30,GBP,USD,1.144653
2024-08-30,AED,USD,0.271896
2024-08-30,SGD,USD,0.785957
2024-08-30,USD,USD,1.0
2024-08-31,INR,USD,0.011239
2024-08-31,GBP,USD,1.139168
2024-08-31,AED,USD,0.271907
2024-08-31,SGD,USD,0.783793
2024-08-31,USD,USD,1.0
2024-09-01,INR,USD,0.011245
2024-09-01,GBP,USD,1.139868
2024-09-01,AED,USD,0.271908
2024-09-01,SGD,USD,0.781965
2024-09-01,USD,USD,1.0
2024-09-02,INR,USD,0.011238
2024-09-02,GBP,USD,1.146923
2024-09-02,AED,USD,0.271917
2024-09-02,SGD,USD,0.784115
2024-09-02,USD,USD,1.0
2024-09-03,INR,USD,0.011235
2024-09-03,GBP,USD,1.137112
2024-09-03,AED,USD,0.271909
2024-09-03,SGD,USD,0.783792
2024-09-03,USD,USD,1.0
2024-09-04,INR,USD,0.011271
2024-09-04,GBP,USD,1.143625
2024-09-04,AED,USD,0.271917
2024-09-04,SGD,USD,0.781904
2024-09-04,USD,USD,1.0
2024-09-05,INR,USD,0.011274
2024-09-05,GBP,USD,1.142103
2024-09-05,AED,USD,0.271912
2024-09-05,SGD,USD,0.779187
2024-09-05,USD,USD,1.0
2024-09-06,INR,USD,0.011286
